STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,freq,Time frequency,unit,Unit of measure,na_item,National accounts indicator (ESA 2010),geo,Geopolitical entity (reporting),TIME_PERIOD,Time,OBS_VALUE,Observation value,OBS_FLAG,Observation status (Flag),LAST UPDATE
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2009,,9850,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2010,,9980,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2011,,10190,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2012,,10120,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2013,,10330,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2014,,10790,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2015,,11220,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2016,,11500,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2017,,12020,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2018,,12690,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2019,,13310,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2020,,12730,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2021,,13690,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,HU,Hungary,2022,,14350,,p,provisional,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2000,,33280,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2001,,34510,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2002,,35910,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2003,,36390,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2004,,38190,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2005,,39480,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2006,,40390,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2007,,41270,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2008,,38580,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2009,,36270,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2010,,36710,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2011,,37030,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2012,,36830,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2013,,37080,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2014,,40070,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2015,,49420,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2016,,49730,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2017,,53750,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2018,,57610,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2019,,59840,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2020,,63120,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2021,,72110,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IE,Ireland,2022,,77430,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2000,,28570,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2001,,29310,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2002,,29220,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2003,,29670,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2004,,31620,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2005,,33190,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2006,,34310,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2007,,36360,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2008,,36230,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2009,,33480,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2010,,32650,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2011,,33150,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2012,,33330,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2013,,34510,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2014,,34710,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2015,,35870,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2016,,37610,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2017,,38280,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2018,,39090,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2019,,38940,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2020,,35550,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2021,,36560,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IS,Iceland,2022,,38230,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2000,,27430,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2001,,27950,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2002,,27960,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2003,,27850,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2004,,28040,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2005,,28100,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2006,,28490,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2007,,28740,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2008,,28250,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2009,,26600,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2010,,26940,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2011,,27030,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2012,,26160,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2013,,25620,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2014,,25620,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2015,,25860,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2016,,26240,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2017,,26730,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2018,,27030,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2019,,27230,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2020,,24910,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2021,,27120,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,IT,Italy,2022,,28180,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2000,,5230,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2001,,5620,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2002,,6050,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2003,,6740,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2004,,7270,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2005,,7960,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2006,,8690,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2007,,9770,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2008,,10130,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2009,,8720,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2010,,9050,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2011,,9820,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2012,,10330,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2013,,10810,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2014,,11290,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2015,,11620,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2016,,12070,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2017,,12760,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2018,,13400,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2019,,14060,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2020,,14060,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2021,,14870,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LT,Lithuania,2022,,15100,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2000,,72640,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2001,,73990,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2002,,75580,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2003,,76620,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2004,,78730,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2005,,79460,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2006,,82910,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2007,,88250,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2008,,86430,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2009,,82100,,,,22/01/24 23:00:00
dataflow,ESTAT:SDG_08_10(1.0),Real GDP per capita,A,Annual,CLV10_EUR_HAB,"Chain linked volumes (2010), euro per capita",B1GQ,Gross domestic product at market prices,LU,Luxembourg,2010,,83650,,,,22/01/24 23:00:00
